基金代码,交易日,最新单位净值(元),本月以来回报率(%),三个月回报率(%),今年以来回报率(%)
FUZMMF,2020-08,1.3005305502269775,-11.425532561720736,-6.379432803821899,5.74904749432609
FUZMMF,2020-08,0.9122888509580955,-10.587670679259295,2.4872520765611377,9.666476105906941
FUZMMF,2020-08,1.0320944908177594,-7.4175753494857615,2.375738066065706,11.273645603092309
FUZMMF,2020-08,1.3417188731275138,-9.011335203891624,3.900931354622927,10.907986183511493
FUZMMF,2020-09,0.8847847192155438,-5.666319825815215,-12.72845489647498,4.20042957971343
FUZMMF,2020-09,1.187789606312515,-4.778766512704885,-6.264562446204536,9.691287598544486
FUZMMF,2020-09,1.2186088686442729,-5.312568924470833,-8.919487402439989,7.17940211655111
FUZMMF,2020-10,0.9772467330306552,-4.777917025892544,-10.537849384614889,0.38009091480576207
FUZMMF,2020-10,1.0071834193205687,-3.857142300544912,-10.594654617293575,0.7204464455314707
FUZMMF,2020-10,0.8754423065845914,-4.017632534592699,-11.315484266451971,4.740662987737847
FUZMMF,2020-10,1.0398931036821515,-3.729944279160768,-16.628172669354118,-1.3276319796307432
FUZMMF,2020-10,0.9990749269459132,-4.722208004607928,-17.535271509582678,0.7085258453377221
FUZMMF,2020-11,1.154165079515993,-0.8919880285354955,-8.132174833261187,6.546867726529663
FUZMMF,2020-11,0.9328177398764894,-0.7373994976153967,-7.74841142041744,0.7092373961281366
FUZMMF,2020-11,0.8996298109161991,0.8571201535618879,-9.10923795880345,4.677592087476292
FUZMMF,2020-12,1.2573151215380816,14.786785824194807,11.548743075831249,13.630017291271544
FUZMMF,2020-12,1.2598146593989392,13.735836178288356,9.287510610391399,11.016456325641098
FUZMMF,2020-12,0.8969181225395169,17.154998787479247,10.430055086992795,14.37420968863125
FUZMMF,2020-12,1.034789804307498,23.401742959844505,15.752910535918206,23.301353820381816
FUZMMF,2021-01,1.30634256519759,2.8699559639261913,24.82547336162511,1.1156620675866824
FUZMMF,2021-01,0.8884938280447944,3.273386710867148,25.764731030124874,5.526504878619823
FUZMMF,2021-01,1.1050462796948293,0.6387005946817643,23.758001414805193,2.0685733525590866
FUZMMF,2021-01,1.3776425626410882,-3.1907965432476573,17.55074271025405,-1.8529258731307188
FUZMMF,2021-02,1.2626833762944845,-5.610385241226206,10.325452828328586,-5.349257313646193
FUZMMF,2021-03,0.8995951479477431,-6.276301344425189,-8.423617671072094,-17.32841293084076
FUZMMF,2021-03,1.198350195647506,-3.7080230922610973,-5.784904803636738,-14.43283102953899
FUZMMF,2021-03,1.2311552680064055,-3.515174290377394,-7.2323469395433015,-16.50555852959725
FUZMMF,2021-03,1.320620350289187,-6.4061764940382995,-9.961756326923373,-14.746713282322963
FUZMMF,2021-04,0.7683348719533265,-0.3902945860843038,-16.498275231307563,-10.49914694610243
FUZMMF,2021-04,1.264227476661981,-0.1421261651718032,-18.651011821666494,-18.12478779131592
FUZMMF,2021-04,1.1779591711562505,-0.14849002708936793,-15.467755298320212,-13.133269531346341
FUZMMF,2021-04,1.0503372064136307,-1.508506836920509,-14.35981452444398,-18.524497835056767
FUZMMF,2021-04,1.0069889365407032,-2.4261371451195304,-13.538403091481804,-13.363058907187053
FUZMMF,2021-05,1.0100830394913949,3.3898498037964853,-5.768949278423541,-13.766387189034347
FUZMMF,2021-05,1.1956056345338193,2.5841409681832648,-2.7501082158212773,-13.332620746391806
FUZMMF,2021-05,1.2181582818586247,4.668390443607664,-2.4420698260521316,-11.404311283974302
FUZMMF,2021-05,1.0742314606934622,9.8685698467691,-1.1629152982625226,-10.210074527792749
FUZMMF,2021-06,1.1963293282467735,10.55272550850404,21.907046240148475,3.930327657803878
FUZMMF,2021-06,0.9762542373356793,12.436616939057679,17.471481011816017,2.4020835458878174
FUZMMF,2021-06,1.251668556859512,18.59525340600524,26.26407032293522,9.81602603489761
FUZMMF,2021-07,1.3230728171633697,18.393586270031207,51.33686894124566,28.441031244496394
FUZMMF,2021-07,1.2869911370384974,13.746618136793066,44.46453861603521,26.141396497745156
FUZMMF,2021-07,1.3075218272123204,11.181092350799307,40.380049998278984,17.658010224005082
FUZMMF,2021-07,1.415619039155261,17.913047447643375,52.020768344618766,30.05677010063815
FUZMMF,2021-07,1.7846286080300477,21.77216492980719,53.37526565082179,33.699760323904435
FUZMMA,2020-08,4.50365882316117,-0.6114691243178434,32.68554973617661,44.715718911014015
FUZMMA,2020-08,4.514791235260942,-0.08598689011406457,37.41752723636311,47.31593833927399
FUZMMA,2020-08,4.3355615338955005,1.5842900309699153,39.62172915710141,49.70950444650193
FUZMMA,2020-08,4.7912910218077185,0.992147298081819,35.19250961084601,44.936716511653415
FUZMMA,2020-09,4.211566935220671,-6.912230411425231,10.931433465463364,38.55853943200254
FUZMMA,2020-09,3.931460633496622,-5.330828328167077,13.032859923457314,43.169795659642645
FUZMMA,2020-09,4.226514127268017,-6.082506941768337,12.219667007960071,42.211890228854934
FUZMMA,2020-10,4.311892051916084,1.72394898306076,2.661977383421132,42.567652174859916
FUZMMA,2020-10,4.18525121049651,1.9743987043032551,4.493068016223839,42.41811903922078
FUZMMA,2020-10,4.404813371376998,3.8791936673068936,2.7655568396613543,44.101206774772834
FUZMMA,2020-10,4.4240901764006955,6.4176184039710185,4.093282820877581,48.72156499702232
FUZMMA,2020-10,4.41542804200937,5.482015331338371,2.2932843775728915,52.272205714858075
FUZMMA,2020-11,4.222394169754115,-4.315359549162456,-3.2262249796104268,43.051605893387915
FUZMMA,2020-11,4.211124178952955,-4.229583348475033,-2.42397274908186,42.33736589133975
FUZMMA,2020-11,4.201751264975975,-4.160252774459225,-5.734292457398283,35.81158778886118
FUZMMA,2020-12,4.487722569736876,8.196002316821765,11.778205065471099,52.443987976168316
FUZMMA,2020-12,4.47531965202082,7.336198444700061,9.227201804099046,49.20666704627007
FUZMMA,2020-12,4.5507003920112075,9.670197848880196,8.969736616834215,56.06148340507698
FUZMMA,2020-12,4.904053022368368,11.83297769885306,12.54045377408209,59.14347228596881
FUZMMA,2021-01,4.955495929935956,16.907162763484237,28.32915087075111,17.10683454055757
FUZMMA,2021-01,5.0023223577587,15.689821836823734,24.86909606794522,15.77414226051562
FUZMMA,2021-01,4.841909538005711,12.771144160540759,21.178598850127507,11.012519546220327
FUZMMA,2021-01,4.636563641605547,11.70308589861618,19.69943090276121,14.093001069003519
FUZMMA,2021-02,4.1965882009196624,-8.619992501180278,13.669199448635599,-0.7455473937752175
FUZMMA,2021-03,3.947681170007457,-3.3082540883009353,3.0402302062329993,-2.3678345600216812
FUZMMA,2021-03,4.274889715448394,-3.5597057002528207,1.2415391718848634,1.8162081450708976
FUZMMA,2021-03,4.309009737183795,-2.781014286064903,2.5858672556999305,1.0666508708900233
FUZMMA,2021-03,4.237349643779869,-3.544313090061834,-3.241853592963647,-0.8155101759501173
FUZMMA,2021-04,4.075629162128415,1.1611529502789861,-14.833975104705766,-2.588221321481634
FUZMMA,2021-04,4.0892923370947845,3.4413372234870936,-11.900992794862582,5.180582234460245
