基金代码,信息发布日期,期初份额(份),期末份额(份)
FMUMUF,2020-08-14,,
FMUMUF,2020-08-17,,
FMUMUF,2020-08-18,,
FMUMUF,2020-08-19,,
FMUMUF,2020-08-20,,
FMUMUF,2020-08-21,,
FMUMUF,2020-08-24,,
FMUMUF,2020-08-25,,
FMUMUF,2020-08-26,,
FMUMUF,2020-08-27,,
FMUMUF,2020-08-28,,
FMUMUF,2020-08-31,,
FMUMUF,2020-09-01,,
FMUMUF,2020-09-02,,
FMUMUF,2020-09-03,,
FMUMUF,2020-09-04,,
FMUMUF,2020-09-07,,
FMUMUF,2020-09-08,,
FMUMUF,2020-09-09,,
FMUMUF,2020-09-10,,
FMUMUF,2020-09-11,,
FMUMUF,2020-09-14,,
FMUMUF,2020-09-15,,
FMUMUF,2020-09-16,,
FMUMUF,2020-09-17,,
FMUMUF,2020-09-18,,
FMUMUF,2020-09-21,,
FMUMUF,2020-09-22,,
FMUMUF,2020-09-23,,
FMUMUF,2020-09-24,,
FMUMUF,2020-09-25,,
FMUMUF,2020-09-28,,
FMUMUF,2020-09-29,,
FMUMUF,2020-10-27,721350287.55162,407054620.02197677
FMUMUF,2020-10-27,,407054314.95186317
FMUMUF,2020-09-30,,
FMUMUF,2020-10-09,,
FMUMUF,2020-10-12,,
FMUMUF,2020-10-13,,
FMUMUF,2020-10-14,,
FMUMUF,2020-10-15,,
FMUMUF,2020-10-16,,
FMUMUF,2020-10-19,,
FMUMUF,2020-10-20,,
FMUMUF,2020-10-21,,
FMUMUF,2020-10-22,,
FMUMUF,2020-10-23,,
FMUMUF,2020-10-26,,
FMUMUF,2020-10-27,,
FMUMUF,2020-10-28,,
FMUMUF,2020-10-29,,
FMUMUF,2020-10-30,,
FMUMUF,2020-11-02,,
FMUMUF,2020-11-03,,
FMUMUF,2020-11-04,,
FMUMUF,2020-11-05,,
FMUMUF,2020-11-06,,
FMUMUF,2020-11-09,,
FMUMUF,2020-11-10,,
FMUMUF,2020-11-11,,
FMUMUF,2020-11-12,,
FMUMUF,2020-11-13,,
FMUMUF,2020-11-16,,
FMUMUF,2020-11-17,,
FMUMUF,2020-11-18,,
FMUMUF,2020-11-19,,
FMUMUF,2020-11-20,,
FMUMUF,2020-11-23,,
FMUMUF,2020-11-24,,
FMUMUF,2020-11-25,,
FMUMUF,2020-11-26,,
FMUMUF,2020-11-27,,
FMUMUF,2020-11-30,,
FMUMUF,2020-12-01,,
FMUMUF,2020-12-02,,
FMUMUF,2020-12-03,,
FMUMUF,2020-12-04,,
FMUMUF,2020-12-07,,
FMUMUF,2020-12-08,,
FMUMUF,2020-12-09,,
FMUMUF,2020-12-10,,
FMUMUF,2020-12-11,,
FMUMUF,2020-12-14,,
FMUMUF,2020-12-15,,
FMUMUF,2020-12-16,,
FMUMUF,2020-12-17,,
FMUMUF,2020-12-18,,
FMUMUF,2020-12-21,,
FMUMUF,2020-12-22,,
FMUMUF,2020-12-23,,
FMUMUF,2020-12-24,,
FMUMUF,2020-12-25,,
FMUMUF,2020-12-28,,
FMUMUF,2020-12-29,,
FMUMUF,2020-12-30,,
FMUMUF,2021-01-21,407057331.7982087,350803539.2865097
FMUMUF,2020-12-31,,
FMUMUF,2021-03-27,1219504253.3155794,350805623.2055249
FMUMUF,2021-01-21,,350807458.65417075
FMUMUF,2021-01-04,,
FMUMUF,2021-01-05,,
FMUMUF,2021-01-06,,
FMUMUF,2021-01-07,,
FMUMUF,2021-01-08,,
FMUMUF,2021-01-11,,
FMUMUF,2021-01-12,,
FMUMUF,2021-01-13,,
FMUMUF,2021-01-14,,
FMUMUF,2021-01-15,,
FMUMUF,2021-01-18,,
FMUMUF,2021-01-19,,
FMUMUF,2021-01-20,,
FMUMUF,2021-01-21,,
FMUMUF,2021-01-22,,
FMUMUF,2021-01-25,,
FMUMUF,2021-01-26,,
FMUMUF,2021-01-27,,
FMUMUF,2021-01-28,,
FMUMUF,2021-01-29,,
FMUMUF,2021-02-01,,
FMUMUF,2021-02-02,,
FMUMUF,2021-02-03,,
FMUMUF,2021-02-04,,
FMUMUF,2021-02-05,,
FMUMUF,2021-02-08,,
FMUMUF,2021-02-09,,
FMUMUF,2021-02-10,,
FMUMUF,2021-02-18,,
FMUMUF,2021-02-19,,
FMUMUF,2021-02-22,,
FMUMUF,2021-02-23,,
FMUMUF,2021-02-24,,
FMUMUF,2021-02-25,,
FMUMUF,2021-02-26,,
FMUMUF,2021-03-01,,
FMUMUF,2021-03-02,,
FMUMUF,2021-03-03,,
FMUMUF,2021-03-04,,
FMUMUF,2021-03-05,,
FMUMUF,2021-03-08,,
FMUMUF,2021-03-09,,
FMUMUF,2021-03-10,,
FMUMUF,2021-03-11,,
FMUMUF,2021-03-12,,
FMUMUF,2021-03-15,,
FMUMUF,2021-03-16,,
FMUMUF,2021-03-17,,
FMUMUF,2021-03-18,,
FMUMUF,2021-03-19,,
FMUMUF,2021-03-22,,
FMUMUF,2021-03-23,,
FMUMUF,2021-03-24,,
FMUMUF,2021-03-25,,
FMUMUF,2021-03-26,,
FMUMUF,2021-03-29,,
FMUMUF,2021-03-30,,
FMUMUF,2021-04-21,,271529495.98143697
FMUMUF,2021-03-31,,
FMUMUF,2021-04-21,350804023.7463745,271529189.6958878
FMUMUF,2021-04-01,,
FMUMUF,2021-04-02,,
FMUMUF,2021-04-06,,
FMUMUF,2021-04-07,,
FMUMUF,2021-04-08,,
FMUMUF,2021-04-09,,
FMUMUF,2021-04-12,,
FMUMUF,2021-04-13,,
FMUMUF,2021-04-14,,
FMUMUF,2021-04-15,,
FMUMUF,2021-04-16,,
FMUMUF,2021-04-19,,
FMUMUF,2021-04-20,,
FMUMUF,2021-04-21,,
FMUMUF,2021-04-22,,
FMUMUF,2021-04-23,,
FMUMUF,2021-04-26,,
FMUMUF,2021-04-27,,
FMUMUF,2021-04-28,,
FMUMUF,2021-04-29,,
FMUMUF,2021-04-30,,
FMUMUF,2021-05-06,,
FMUMUF,2021-05-07,,
FMUMUF,2021-05-10,,
FMUMUF,2021-05-11,,
FMUMUF,2021-05-12,,
FMUMUF,2021-05-13,,
FMUMUF,2021-05-14,,
FMUMUF,2021-05-17,,
FMUMUF,2021-05-18,,
FMUMUF,2021-05-19,,
FMUMUF,2021-05-20,,
FMUMUF,2021-05-21,,
FMUMUF,2021-05-24,,
FMUMUF,2021-05-25,,
FMUMUF,2021-05-26,,
FMUMUF,2021-05-27,,
FMUMUF,2021-05-28,,
FMUMUF,2021-05-31,,
FMUMUF,2021-06-01,,
FMUMUF,2021-06-02,,
FMUMUF,2021-06-03,,
FMUMUF,2021-06-04,,
FMUMUF,2021-06-07,,
FMUMUF,2021-06-08,,
FMUMUF,2021-06-09,,
FMUMUF,2021-06-10,,
FMUMUF,2021-06-11,,
FMUMUF,2021-06-15,,
FMUMUF,2021-06-16,,
FMUMUF,2021-06-17,,
FMUMUF,2021-06-18,,
FMUMUF,2021-06-21,,
FMUMUF,2021-06-22,,
FMUMUF,2021-06-23,,
FMUMUF,2021-06-24,,
FMUMUF,2021-06-25,,
FMUMUF,2021-06-28,,
FMUMUF,2021-06-29,,
FMUMUF,2021-08-28,350804905.2220897,186322967.55243188
FMUMUF,2021-06-30,,
FMUMUF,2021-07-20,,186321670.93854755
FMUMUF,2021-07-20,271530843.1620189,186323590.0352848
FMUMUF,2021-07-01,,
FMUMUF,2021-07-02,,
FMUMUF,2021-07-05,,
FMUMUF,2021-07-06,,
FMUMUF,2021-07-07,,
FMUMUF,2021-07-08,,
FMUMUF,2021-07-09,,
FMUMUF,2021-07-12,,
FMUMUF,2021-07-13,,
FMUMUF,2021-07-14,,
FMUMUF,2021-07-15,,
FMUMUF,2021-07-16,,
FMUMUF,2021-07-19,,
FMUMUF,2021-07-20,,
FMUMUF,2021-07-21,,
FMUMUF,2021-07-22,,
FMUMUF,2021-07-23,,
FMUMUF,2021-07-26,,
FMUMUF,2021-07-27,,
FMUMUF,2021-07-28,,
FMUMUF,2021-07-29,,
FMUMUF,2021-07-30,,
FMUMUF,2021-08-02,,
FMUMUF,2021-08-03,,
FMUMUF,2021-08-04,,
FMUMUF,2021-08-05,,
FMUMUF,2021-08-06,,
FMUMUF,2021-08-09,,
FMUMUF,2021-08-10,,
FMUMUF,2021-08-11,,
FMUMUF,2021-08-12,,
FMUMUF,2021-08-13,,
FMUMUF,2021-08-16,,
FMUMUF,2021-08-17,,
FMUMUF,2021-08-18,,
FMUMUF,2021-08-19,,
FMUMUF,2021-08-20,,
FMUMUF,2021-08-23,,
FMUMUF,2021-08-24,,
FMUMUF,2021-08-25,,
FMUMUF,2021-08-26,,
FMUMUF,2021-08-27,,
FMUMUF,2021-08-30,,
FMUMUF,2021-08-31,,
FMUMUF,2021-09-01,,
FMUMUD,2020-08-31,1230593720.624172,1668964242.2486517
FMUMUD,2020-08-03,,
FMUMUD,2020-08-04,,
FMUMUD,2020-08-05,,
FMUMUD,2020-08-06,,
FMUMUD,2020-08-07,,
FMUMUD,2020-08-10,,
FMUMUD,2020-08-11,,
FMUMUD,2020-08-12,,
FMUMUD,2020-08-13,,
FMUMUD,2020-08-14,,
FMUMUD,2020-08-17,,
FMUMUD,2020-08-18,,
FMUMUD,2020-08-19,,
FMUMUD,2020-08-20,,
FMUMUD,2020-08-21,,
FMUMUD,2020-08-24,,
FMUMUD,2020-08-25,,
FMUMUD,2020-08-26,,
FMUMUD,2020-08-27,,
FMUMUD,2020-08-28,,
FMUMUD,2020-08-31,,
FMUMUD,2020-09-01,,
FMUMUD,2020-09-02,,
FMUMUD,2020-09-03,,
FMUMUD,2020-09-04,,
FMUMUD,2020-09-07,,
FMUMUD,2020-09-08,,
FMUMUD,2020-09-09,,
FMUMUD,2020-09-10,,
FMUMUD,2020-09-11,,
FMUMUD,2020-09-14,,
FMUMUD,2020-09-15,,
FMUMUD,2020-09-16,,
FMUMUD,2020-09-17,,
FMUMUD,2020-09-18,,
FMUMUD,2020-09-21,,
FMUMUD,2020-09-22,,
FMUMUD,2020-09-23,,
FMUMUD,2020-09-24,,
FMUMUD,2020-09-25,,
FMUMUD,2020-09-28,,
FMUMUD,2020-09-29,,
FMUMUD,2020-09-30,,
FMUMUD,2020-10-28,,1582642911.1715355
FMUMUD,2020-10-28,1668965623.128682,1582643075.3304443
FMUMUD,2020-10-09,,
FMUMUD,2020-10-12,,
FMUMUD,2020-10-13,,
FMUMUD,2020-10-14,,
FMUMUD,2020-10-15,,
FMUMUD,2020-10-16,,
FMUMUD,2020-10-19,,
FMUMUD,2020-10-20,,
FMUMUD,2020-10-21,,
FMUMUD,2020-10-22,,
FMUMUD,2020-10-23,,
FMUMUD,2020-10-26,,
FMUMUD,2020-10-27,,
FMUMUD,2020-10-28,,
FMUMUD,2020-10-29,,
FMUMUD,2020-10-30,,
FMUMUD,2020-11-02,,
FMUMUD,2020-11-03,,
FMUMUD,2020-11-04,,
FMUMUD,2020-11-05,,
FMUMUD,2020-11-06,,
FMUMUD,2020-11-09,,
FMUMUD,2020-11-10,,
FMUMUD,2020-11-11,,
FMUMUD,2020-11-12,,
FMUMUD,2020-11-13,,
FMUMUD,2020-11-16,,
FMUMUD,2020-11-17,,
FMUMUD,2020-11-18,,
FMUMUD,2020-11-19,,
FMUMUD,2020-11-20,,
FMUMUD,2020-11-23,,
FMUMUD,2020-11-24,,
FMUMUD,2020-11-25,,
FMUMUD,2020-11-26,,
FMUMUD,2020-11-27,,
FMUMUD,2020-11-30,,
FMUMUD,2020-12-01,,
FMUMUD,2020-12-02,,
FMUMUD,2020-12-03,,
FMUMUD,2020-12-04,,
FMUMUD,2020-12-07,,
FMUMUD,2020-12-08,,
FMUMUD,2020-12-09,,
FMUMUD,2020-12-10,,
FMUMUD,2020-12-11,,
FMUMUD,2020-12-14,,
FMUMUD,2020-12-15,,
FMUMUD,2020-12-16,,
FMUMUD,2020-12-17,,
FMUMUD,2020-12-18,,
FMUMUD,2020-12-21,,
FMUMUD,2020-12-22,,
FMUMUD,2020-12-23,,
FMUMUD,2020-12-24,,
FMUMUD,2020-12-25,,
FMUMUD,2020-12-28,,
FMUMUD,2020-12-29,,
FMUMUD,2020-12-30,,
FMUMUD,2021-01-22,,1760148951.7046127
FMUMUD,2020-12-31,,
FMUMUD,2021-01-22,1582642482.2910197,1760150210.4208894
FMUMUD,2021-03-30,1230591280.6637151,1760151535.800253
FMUMUD,2021-01-04,,
FMUMUD,2021-01-05,,
FMUMUD,2021-01-06,,
FMUMUD,2021-01-07,,
FMUMUD,2021-01-08,,
FMUMUD,2021-01-11,,
FMUMUD,2021-01-12,,
FMUMUD,2021-01-13,,
FMUMUD,2021-01-14,,
FMUMUD,2021-01-15,,
FMUMUD,2021-01-18,,
FMUMUD,2021-01-19,,
FMUMUD,2021-01-20,,
FMUMUD,2021-01-21,,
FMUMUD,2021-01-22,,
FMUMUD,2021-01-25,,
FMUMUD,2021-01-26,,
FMUMUD,2021-01-27,,
FMUMUD,2021-01-28,,
FMUMUD,2021-01-29,,
FMUMUD,2021-02-01,,
FMUMUD,2021-02-02,,
FMUMUD,2021-02-03,,
FMUMUD,2021-02-04,,
FMUMUD,2021-02-05,,
FMUMUD,2021-02-08,,
FMUMUD,2021-02-09,,
FMUMUD,2021-02-10,,
FMUMUD,2021-02-18,,
FMUMUD,2021-02-19,,
FMUMUD,2021-02-22,,
FMUMUD,2021-02-23,,
FMUMUD,2021-02-24,,
FMUMUD,2021-02-25,,
FMUMUD,2021-02-26,,
FMUMUD,2021-03-01,,
FMUMUD,2021-03-02,,
FMUMUD,2021-03-03,,
FMUMUD,2021-03-04,,
FMUMUD,2021-03-05,,
FMUMUD,2021-03-08,,
FMUMUD,2021-03-09,,
FMUMUD,2021-03-10,,
FMUMUD,2021-03-11,,
FMUMUD,2021-03-12,,
FMUMUD,2021-03-15,,
FMUMUD,2021-03-16,,
FMUMUD,2021-03-17,,
FMUMUD,2021-03-18,,
FMUMUD,2021-03-19,,
FMUMUD,2021-03-22,,
FMUMUD,2021-03-23,,
FMUMUD,2021-03-24,,
FMUMUD,2021-03-25,,
FMUMUD,2021-03-26,,
FMUMUD,2021-03-29,,
FMUMUD,2021-03-30,,
FMUMUD,2021-03-31,,
FMUMUD,2021-04-22,1760152101.3676412,1787422030.1641185
FMUMUD,2021-04-22,,1787421482.6593964
FMUMUD,2021-04-01,,
FMUMUD,2021-04-02,,
FMUMUD,2021-04-06,,
FMUMUD,2021-04-07,,
FMUMUD,2021-04-08,,
FMUMUD,2021-04-09,,
FMUMUD,2021-04-12,,
FMUMUD,2021-04-13,,
FMUMUD,2021-04-14,,
FMUMUD,2021-04-15,,
FMUMUD,2021-04-16,,
FMUMUD,2021-04-19,,
FMUMUD,2021-04-20,,
FMUMUD,2021-04-21,,
FMUMUD,2021-04-22,,
FMUMUD,2021-04-23,,
FMUMUD,2021-04-26,,
FMUMUD,2021-04-27,,
FMUMUD,2021-04-28,,
FMUMUD,2021-04-29,,
FMUMUD,2021-04-30,,
FMUMUD,2021-05-06,,
FMUMUD,2021-05-07,,
FMUMUD,2021-05-10,,
FMUMUD,2021-05-11,,
FMUMUD,2021-05-12,,
FMUMUD,2021-05-13,,
FMUMUD,2021-05-14,,
FMUMUD,2021-05-17,,
FMUMUD,2021-05-18,,
FMUMUD,2021-05-19,,
FMUMUD,2021-05-20,,
FMUMUD,2021-05-21,,
FMUMUD,2021-05-24,,
FMUMUD,2021-05-25,,
FMUMUD,2021-05-26,,
FMUMUD,2021-05-27,,
FMUMUD,2021-05-28,,
FMUMUD,2021-05-31,,
FMUMUD,2021-06-01,,
FMUMUD,2021-06-02,,
FMUMUD,2021-06-03,,
FMUMUD,2021-06-04,,
FMUMUD,2021-06-07,,
FMUMUD,2021-06-08,,
FMUMUD,2021-06-09,,
FMUMUD,2021-06-10,,
FMUMUD,2021-06-11,,
FMUMUD,2021-06-15,,
FMUMUD,2021-06-16,,
FMUMUD,2021-06-17,,
FMUMUD,2021-06-18,,
FMUMUD,2021-06-21,,
FMUMUD,2021-06-22,,
FMUMUD,2021-06-23,,
FMUMUD,2021-06-24,,
FMUMUD,2021-06-25,,
FMUMUD,2021-06-28,,
FMUMUD,2021-06-29,,
FMUMUD,2021-07-21,,1875488529.0833616
FMUMUD,2021-08-31,1760152525.446721,1875490575.149911
FMUMUD,2021-07-21,1787421225.2626963,1875492581.1147022
FMUMUD,2021-06-30,,
FMUMUD,2021-07-01,,
FMUMUD,2021-07-02,,
FMUMUD,2021-07-05,,
FMUMUD,2021-07-06,,
FMUMUD,2021-07-07,,
FMUMUD,2021-07-08,,
FMUMUD,2021-07-09,,
FMUMUD,2021-07-12,,
FMUMUD,2021-07-13,,
FMUMUD,2021-07-14,,
FMUMUD,2021-07-15,,
FMUMUD,2021-07-16,,
FMUMUD,2021-07-19,,
FMUMUD,2021-07-20,,
FMUMUD,2021-07-21,,
FMUMUD,2021-07-22,,
FMUMUD,2021-07-23,,
FMUMUD,2021-07-26,,
FMUMUD,2021-07-27,,
FMUMUD,2021-07-28,,
FMUMUD,2021-07-29,,
FMUMUD,2021-07-30,,
FMUMUD,2021-08-02,,
FMUMUD,2021-08-03,,
FMUMUD,2021-08-04,,
FMUMUD,2021-08-05,,
FMUMUD,2021-08-06,,
FMUMUD,2021-08-09,,
FMUMUD,2021-08-10,,
FMUMUD,2021-08-11,,
FMUMUD,2021-08-12,,
FMUMUD,2021-08-13,,
FMUMUD,2021-08-16,,
FMUMUD,2021-08-17,,
FMUMUD,2021-08-18,,
FMUMUD,2021-08-19,,
FMUMUD,2021-08-20,,
FMUMUD,2021-08-23,,
FMUMUD,2021-08-24,,
FMUMUD,2021-08-25,,
FMUMUD,2021-08-26,,
FMUMUD,2021-08-27,,
FMUMUD,2021-08-30,,
FMUMUD,2021-08-31,,
FMUMUD,2021-09-01,,
FMUMIX,2020-08-29,201821423.20958832,147352469.0654801
FMUMIX,2020-10-27,,108431528.30491428
FMUMIX,2020-10-27,147353504.42945886,108434492.57958908
FMUMIX,2021-03-27,201822499.4781916,114232193.52772366
FMUMIX,2021-01-21,,114230090.10820803
FMUMIX,2021-01-21,108433102.61997832,114231284.84466214
FMUMIX,2021-04-21,114230817.65059999,56355192.23553038
FMUMIX,2021-04-21,,56356864.15657694
FMUMIX,2021-08-28,114232082.88250253,54621030.63711765
FMUMIX,2021-07-20,56354879.336754106,54621201.56908487
FMUMIX,2021-07-20,,54620627.97135785
FMUMIA,2020-08-28,712591628.2792659,712589598.7316844
FMUMIA,2020-10-27,,223853211.2583973
FMUMIA,2020-10-27,712591947.5014918,223854071.76621917
FMUMIA,2021-01-20,,223853592.71591038
FMUMIA,2021-01-20,223852468.97299507,223852717.81990412
FMUMIA,2021-03-29,712592283.6797663,223852253.3915851
FMUMIA,2021-04-21,223852247.72812444,223853294.94898912
FMUMIA,2021-04-21,,223853606.81943464
FMUMIA,2021-07-19,,223852601.29667658
FMUMIA,2021-07-19,223854500.7678793,223853356.07393777
FMUMIA,2021-08-28,223855214.2426012,223854114.15959504
FMUMPD,2020-08-29,172846877.82977247,172845250.92574483
FMUMPD,2020-08-03,,
FMUMPD,2020-08-04,,
FMUMPD,2020-08-05,,
FMUMPD,2020-08-06,,
FMUMPD,2020-08-07,,
FMUMPD,2020-08-10,,
FMUMPD,2020-08-11,,
FMUMPD,2020-08-12,,
FMUMPD,2020-08-13,,
FMUMPD,2020-08-14,,
FMUMPD,2020-08-17,,
FMUMPD,2020-08-18,,
FMUMPD,2020-08-19,,
FMUMPD,2020-08-20,,
FMUMPD,2020-08-21,,
FMUMPD,2020-08-24,,
FMUMPD,2020-08-25,,
FMUMPD,2020-08-26,,
FMUMPD,2020-08-27,,
FMUMPD,2020-08-28,,
FMUMPD,2020-08-31,,
FMUMPD,2020-09-01,,
FMUMPD,2020-09-02,,
FMUMPD,2020-09-03,,
FMUMPD,2020-09-04,,
FMUMPD,2020-09-07,,
FMUMPD,2020-09-08,,
FMUMPD,2020-09-09,,
FMUMPD,2020-09-10,,
FMUMPD,2020-09-11,,
FMUMPD,2020-09-14,,
FMUMPD,2020-09-15,,
FMUMPD,2020-09-16,,
FMUMPD,2020-09-17,,
FMUMPD,2020-09-18,,
FMUMPD,2020-09-21,,
FMUMPD,2020-09-22,,
FMUMPD,2020-09-23,,
FMUMPD,2020-09-24,,
FMUMPD,2020-09-25,,
FMUMPD,2020-09-28,,
FMUMPD,2020-09-29,,
FMUMPD,2020-09-30,,
FMUMPD,2020-10-27,,172845930.14317212
FMUMPD,2020-10-27,172846026.12475163,172843681.59742913
FMUMPD,2020-10-09,,
FMUMPD,2020-10-12,,
FMUMPD,2020-10-13,,
FMUMPD,2020-10-14,,
FMUMPD,2020-10-15,,
FMUMPD,2020-10-16,,
FMUMPD,2020-10-19,,
FMUMPD,2020-10-20,,
FMUMPD,2020-10-21,,
FMUMPD,2020-10-22,,
FMUMPD,2020-10-23,,
FMUMPD,2020-10-26,,
FMUMPD,2020-10-27,,
FMUMPD,2020-10-28,,
FMUMPD,2020-10-29,,
FMUMPD,2020-10-30,,
FMUMPD,2020-11-02,,
FMUMPD,2020-11-03,,
FMUMPD,2020-11-04,,
FMUMPD,2020-11-05,,
FMUMPD,2020-11-06,,
FMUMPD,2020-11-09,,
FMUMPD,2020-11-10,,
FMUMPD,2020-11-11,,
FMUMPD,2020-11-12,,
FMUMPD,2020-11-13,,
FMUMPD,2020-11-16,,
FMUMPD,2020-11-17,,
FMUMPD,2020-11-18,,
FMUMPD,2020-11-19,,
FMUMPD,2020-11-20,,
FMUMPD,2020-11-23,,
FMUMPD,2020-11-24,,
FMUMPD,2020-11-25,,
FMUMPD,2020-11-26,,
FMUMPD,2020-11-27,,
FMUMPD,2020-11-30,,
FMUMPD,2020-12-01,,
FMUMPD,2020-12-02,,
FMUMPD,2020-12-03,,
FMUMPD,2020-12-04,,
FMUMPD,2020-12-07,,
FMUMPD,2020-12-08,,
FMUMPD,2020-12-09,,
FMUMPD,2020-12-10,,
FMUMPD,2020-12-11,,
FMUMPD,2020-12-14,,
FMUMPD,2020-12-15,,
FMUMPD,2020-12-16,,
FMUMPD,2020-12-17,,
FMUMPD,2020-12-18,,
FMUMPD,2020-12-21,,
FMUMPD,2020-12-22,,
FMUMPD,2020-12-23,,
FMUMPD,2020-12-24,,
FMUMPD,2020-12-25,,
FMUMPD,2020-12-28,,
FMUMPD,2020-12-29,,
FMUMPD,2020-12-30,,
FMUMPD,2021-01-21,172847764.45681918,110427960.18079957
FMUMPD,2021-03-27,172846036.3106852,110427055.84700233
FMUMPD,2020-12-31,,
FMUMPD,2021-01-21,,110425482.6727293
FMUMPD,2021-01-04,,
FMUMPD,2021-01-05,,
FMUMPD,2021-01-06,,
FMUMPD,2021-01-07,,
FMUMPD,2021-01-08,,
FMUMPD,2021-01-11,,
FMUMPD,2021-01-12,,
FMUMPD,2021-01-13,,
FMUMPD,2021-01-14,,
FMUMPD,2021-01-15,,
FMUMPD,2021-01-18,,
FMUMPD,2021-01-19,,
FMUMPD,2021-01-20,,
FMUMPD,2021-01-21,,
FMUMPD,2021-01-22,,
FMUMPD,2021-01-25,,
FMUMPD,2021-01-26,,
FMUMPD,2021-01-27,,
FMUMPD,2021-01-28,,
FMUMPD,2021-01-29,,
FMUMPD,2021-02-01,,
FMUMPD,2021-02-02,,
FMUMPD,2021-02-03,,
FMUMPD,2021-02-04,,
FMUMPD,2021-02-05,,
FMUMPD,2021-02-08,,
FMUMPD,2021-02-09,,
FMUMPD,2021-02-10,,
FMUMPD,2021-02-18,,
FMUMPD,2021-02-19,,
FMUMPD,2021-02-22,,
FMUMPD,2021-02-23,,
FMUMPD,2021-02-24,,
FMUMPD,2021-02-25,,
FMUMPD,2021-02-26,,
FMUMPD,2021-03-01,,
FMUMPD,2021-03-02,,
FMUMPD,2021-03-03,,
FMUMPD,2021-03-04,,
FMUMPD,2021-03-05,,
FMUMPD,2021-03-08,,
FMUMPD,2021-03-09,,
FMUMPD,2021-03-10,,
FMUMPD,2021-03-11,,
FMUMPD,2021-03-12,,
FMUMPD,2021-03-15,,
FMUMPD,2021-03-16,,
FMUMPD,2021-03-17,,
FMUMPD,2021-03-18,,
FMUMPD,2021-03-19,,
FMUMPD,2021-03-22,,
FMUMPD,2021-03-23,,
FMUMPD,2021-03-24,,
FMUMPD,2021-03-25,,
FMUMPD,2021-03-26,,
FMUMPD,2021-03-29,,
FMUMPD,2021-03-30,,
FMUMPD,2021-04-21,,110426665.65289758
FMUMPD,2021-04-21,110427302.79065304,110427844.0520856
FMUMPD,2021-03-31,,
FMUMPD,2021-04-01,,
FMUMPD,2021-04-02,,
FMUMPD,2021-04-06,,
FMUMPD,2021-04-07,,
FMUMPD,2021-04-08,,
FMUMPD,2021-04-09,,
FMUMPD,2021-04-12,,
FMUMPD,2021-04-13,,
FMUMPD,2021-04-14,,
FMUMPD,2021-04-15,,
FMUMPD,2021-04-16,,
FMUMPD,2021-04-19,,
FMUMPD,2021-04-20,,
FMUMPD,2021-04-21,,
FMUMPD,2021-04-22,,
FMUMPD,2021-04-23,,
FMUMPD,2021-04-26,,
FMUMPD,2021-04-27,,
FMUMPD,2021-04-28,,
FMUMPD,2021-04-29,,
FMUMPD,2021-04-30,,
FMUMPD,2021-05-06,,
FMUMPD,2021-05-07,,
FMUMPD,2021-05-10,,
FMUMPD,2021-05-11,,
FMUMPD,2021-05-12,,
FMUMPD,2021-05-13,,
FMUMPD,2021-05-14,,
FMUMPD,2021-05-17,,
FMUMPD,2021-05-18,,
FMUMPD,2021-05-19,,
FMUMPD,2021-05-20,,
FMUMPD,2021-05-21,,
FMUMPD,2021-05-24,,
FMUMPD,2021-05-25,,
FMUMPD,2021-05-26,,
FMUMPD,2021-05-27,,
FMUMPD,2021-05-28,,
FMUMPD,2021-05-31,,
FMUMPD,2021-06-01,,
FMUMPD,2021-06-02,,
FMUMPD,2021-06-03,,
FMUMPD,2021-06-04,,
FMUMPD,2021-06-07,,
FMUMPD,2021-06-08,,
FMUMPD,2021-06-09,,
FMUMPD,2021-06-10,,
FMUMPD,2021-06-11,,
FMUMPD,2021-06-15,,
FMUMPD,2021-06-16,,
FMUMPD,2021-06-17,,
FMUMPD,2021-06-18,,
FMUMPD,2021-06-21,,
FMUMPD,2021-06-22,,
FMUMPD,2021-06-23,,
FMUMPD,2021-06-24,,
FMUMPD,2021-06-25,,
FMUMPD,2021-06-28,,
FMUMPD,2021-06-29,,
FMUMPD,2021-06-30,,
FMUMPD,2021-07-20,,110427227.80737126
FMUMPD,2021-07-20,110426376.40494567,110427118.84287786
FMUMPD,2021-08-28,110428079.45360915,110426272.4311121
FMUMPD,2021-07-01,,
FMUMPD,2021-07-02,,
FMUMPD,2021-07-05,,
FMUMPD,2021-07-06,,
FMUMPD,2021-07-07,,
FMUMPD,2021-07-08,,
FMUMPD,2021-07-09,,
FMUMPD,2021-07-12,,
FMUMPD,2021-07-13,,
FMUMPD,2021-07-14,,
FMUMPD,2021-07-15,,
FMUMPD,2021-07-16,,
FMUMPD,2021-07-19,,
FMUMPD,2021-07-20,,
FMUMPD,2021-07-21,,
FMUMPD,2021-07-22,,
FMUMPD,2021-07-23,,
FMUMPD,2021-07-26,,
FMUMPD,2021-07-27,,
FMUMPD,2021-07-28,,
FMUMPD,2021-07-29,,
FMUMPD,2021-07-30,,
FMUMPD,2021-08-02,,
FMUMPD,2021-08-03,,
FMUMPD,2021-08-04,,
FMUMPD,2021-08-05,,
FMUMPD,2021-08-06,,
FMUMPD,2021-08-09,,
FMUMPD,2021-08-10,,
FMUMPD,2021-08-11,,
FMUMPD,2021-08-12,,
FMUMPD,2021-08-13,,
FMUMPD,2021-08-16,,
FMUMPD,2021-08-17,,
FMUMPD,2021-08-18,,
FMUMPD,2021-08-19,,
